Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_STAT_BUSY,CPC_ME1_BUSY_FOR_PACKET_DECODE,CPF_CMP_UTCL1_STALL_ON_TRANSLATION,CPF_CPF_TCIU_IDLE,GRBM_GUI_ACTIVE,GRBM_SPI_BUSY,SPI_RA_SGPR_SIMD_FULL_CSN,SPI_VWC_CSC_WR,SQC_ICACHE_MISSES_DUPLICATE,SQC_TC_DATA_ATOMIC_REQ,SQ_IFETCH_LEVEL,SQ_INSTS_SENDMSG,SQ_INSTS_VALU_INT64,SQ_INSTS_VALU_TRANS_F64,SQ_LDS_MEM_VIOLATIONS,TA_ADDR_STALLED_BY_TD_CYCLES_sum,TA_BUFFER_READ_WAVEFRONTS_sum,TCP_TCC_RW_ATOMIC_REQ_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_ATOMIC_WITHOUT_RET_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum,TD_LOAD_WAVEFRONT_sum,TD_TC_STALL_sum
21,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727250939070,3098727252281836,22,11,7541807.0,1725542.0,304.0,7515241.0,7541807.0,7465017.0,0.0,0.0,1945.0,0.0,2731739.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34557687.0
22,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727252490757,3098727254143044,23,11,9295349.0,1823914.0,23225.0,8388310.0,9295349.0,8062350.0,0.0,0.0,6070.0,0.0,3015310.0,3696.0,2432.0,0.0,0.0,0.0,4618356.0,0.0,114892224.0,0.0,115200.0,4807278.0,41224520.0
23,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727254417166,3098727255758772,24,11,7538759.0,1721166.0,2971.0,7513891.0,7538759.0,7463019.0,0.0,0.0,1933.0,0.0,2732488.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34501792.0
24,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727255972292,3098727257315658,25,11,7548243.0,1730604.0,2979.0,7523830.0,7548243.0,7465369.0,0.0,0.0,2009.0,0.0,2730104.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34462008.0
25,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727257523379,3098727258864625,26,11,7536248.0,1720119.0,3029.0,7511399.0,7536248.0,7464700.0,0.0,0.0,1895.0,0.0,2733418.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34466634.0
26,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727259075026,3098727260419312,27,11,7545645.0,1726494.0,2984.0,7519646.0,7545645.0,7465840.0,0.0,0.0,1880.0,0.0,2729832.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34523162.0
27,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727260628033,3098727261970919,28,11,7541203.0,1729328.0,3023.0,7516429.0,7541203.0,7460899.0,0.0,0.0,1900.0,0.0,2733553.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34489114.0
28,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727262180600,3098727263525206,29,11,7547647.0,1731257.0,3005.0,7522171.0,7547647.0,7462750.0,0.0,0.0,1980.0,0.0,2732252.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34452811.0
29,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727263735567,3098727265372254,30,11,9209285.0,1834832.0,24455.0,8243613.0,9209285.0,7982223.0,0.0,0.0,5254.0,0.0,2879810.0,3072.0,2432.0,0.0,0.0,0.0,4535520.0,0.0,112114176.0,0.0,115200.0,4645584.0,40678745.0
30,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727265583735,3098727266926421,31,11,7542868.0,1727582.0,2961.0,7515803.0,7542868.0,7462311.0,0.0,0.0,1935.0,0.0,2734113.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34438010.0
31,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727267134702,3098727268477748,32,11,7541247.0,1723640.0,3051.0,7515259.0,7541247.0,7464155.0,0.0,0.0,1907.0,0.0,2733409.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34546876.0
32,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727268684309,3098727270028075,33,11,7545725.0,1729000.0,3026.0,7520106.0,7545725.0,7467625.0,0.0,0.0,1917.0,0.0,2730772.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34603864.0
33,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727270240156,3098727271583202,34,11,7540417.0,1721977.0,2963.0,7514445.0,7540417.0,7465781.0,0.0,0.0,1974.0,0.0,2732474.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34548464.0
34,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727271791763,3098727273133889,35,11,7538994.0,1719332.0,2948.0,7513630.0,7538994.0,7465772.0,0.0,0.0,1981.0,0.0,2732328.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34556002.0
35,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727273348090,3098727274689096,36,11,7535217.0,1719188.0,3004.0,7509342.0,7535217.0,7463183.0,0.0,0.0,1931.0,0.0,2733519.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34495506.0
36,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727274897497,3098727276562104,37,11,9374019.0,1820945.0,24979.0,8337569.0,9374019.0,8081815.0,0.0,0.0,5969.0,0.0,3024509.0,3712.0,2432.0,0.0,0.0,0.0,4620480.0,0.0,114963456.0,0.0,115200.0,4811424.0,41419771.0
37,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727276773665,3098727278116791,38,11,7545761.0,1725467.0,2989.0,7537337.0,7545761.0,7467139.0,0.0,0.0,1876.0,0.0,2732767.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34575100.0
38,0,1,83407,83407,155648,256,26112,0,108,132,112,64,_ZN7ck_tile6kentryINS_6gfx9_tELi2ENS_13FmhaFwdKernelINS_28BlockFmhaPipelineQRKSVSAsyncINS_24BlockFmhaPipelineProblemIDF16bDF16bDF16bffDF16bhfDF16bfDF16bNS_13TileFmhaShapeINS_8sequenceIJLi128ELi128ELi16ELi96ELi32ELi80EEEENS6_IJLi4ELi1ELi1EEEENS6_IJLi32ELi32ELi16EEEES8_S9_Lb1EEELb1ENS_17ComposedAttentionILj0ELb1EEENS_30SimplifiedGenericAttentionMaskILb0EEELb0ENS_14TileFmhaTraitsILb1ELb1ELb1ELb1ELb0ELNS_22BlockAttentionBiasEnumE0ELb0ELb0ELb0ELNS_28BlockAttentionQuantScaleEnumE0ELin1ELb0EEEEENS_35BlockFmhaPipelineQXKSVSCustomPolicyILb1ELb1ELi3ELi3EEEEENS_17Default2DEpilogueINS_24Default2DEpilogueProblemIfDF16bLb1ELb1ELb1ELNS_21memory_operation_enumE0EEEvEEEEJNSS_21FmhaFwdGroupModeKargsEEEEvDpT2_,3098727278323832,3098727279665238,39,11,7530298.0,1716964.0,3013.0,7522365.0,7530298.0,7458215.0,0.0,0.0,1951.0,0.0,2732338.0,2432.0,2432.0,0.0,0.0,0.0,4450560.0,0.0,109264896.0,0.0,115200.0,4479744.0,34461144.0
39,0,1,83407,83407,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,3098727295720045,3098727295725165,40,7,122777.0,99807.0,3936.0,65812.0,122777.0,11469.0,0.0,8.0,7.0,0.0,68.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,8.0,3935.0
40,0,1,83407,83407,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,3098727296027846,3098727296030326,41,7,112012.0,88964.0,2950.0,103252.0,112012.0,8253.0,0.0,8.0,7.0,0.0,68.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,2.0,1256.0
